,open,close,high,low,volume,predict
761,3873.25395,3877.12338996,3877.12338996,3869.5,16310.09121672,3879.16059829
762,3877.13339997,3879.16059829,3879.1605983000004,3875.25997996,8448.94127098,3869.5
763,3879.29953937,3869.5,3879.46997999,3869.5,17430.67483778,3866.46232605
764,3869.48999999,3866.46232605,3869.48999999,3861.91650547,4776.92453584,3858.65095199
765,3863.89768402,3858.65095199,3863.89768402,3853.7886901,12805.14759082,3859.20000002
766,3858.65095199,3859.20000002,3862.87804999,3858.65095199,32402.05277173,3851.0
767,3858.65095199,3851.0,3858.65095199,3841.3135798,9610.1786373,3858.98122844
768,3851.0,3858.98122844,3865.81036642,3849.29945,22387.73963566,3865.22639683
769,3858.0,3865.22639683,3866.38219536,3856.50000028,3051.79257871,3866.25668848
770,3865.22639683,3866.25668848,3870.75331525,3864.77792441,17955.06248401,3865.90999949
771,3866.25668848,3865.90999949,3866.25668848,3859.53358,20703.10390285,3877.0
772,3865.90999949,3877.0,3879.0,3865.90999949,33397.97051263,3875.78504002
773,3876.88999999,3875.78504002,3876.88999999,3873.21653002,28477.10129796,3872.09131031
774,3875.78504003,3872.09131031,3875.78504003,3870.44162504,19781.16013897,3866.0
775,3872.0913103,3866.0,3873.49999995,3860.32000001,157253.39882013,3885.58016688
776,3868.74187768,3885.58016688,3885.58016688,3866.93394203,22152.5898998,3896.27947354
777,3886.21940105,3896.27947354,3896.27947354,3879.0,27935.53801179,3880.66
778,3896.27947354,3880.66,3898.99999997,3880.66,32674.71105584,3885.72001
779,3886.02540734,3885.72001,3889.07997996,3882.7722,1386.80788796,3890.0
780,3889.4056200000005,3890.0,3890.0,3884.72037019,6337.66514445,3883.5799
781,3888.73050004,3883.5799,3895.89383798,3883.53209995,17958.87087104,3878.878633
782,3883.5799,3878.878633,3887.0,3875.65848026,46404.67887221,3884.9455299999995
783,3882.9,3884.9455299999995,3885.78657999,3879.4880700000003,29344.94411836,3891.0254700000005
784,3883.3553799999995,3891.0254700000005,3891.0254700000005,3882.07747355,5338.55153236,3895.43061217
785,3890.70543932,3895.43061217,3895.43061217,3888.98593746,20063.83031025,3882.4229
786,3894.0,3882.4229,3894.0,3876.0,32603.82835365,3880.36152402
787,3879.0,3880.36152402,3882.25228001,3875.8065100000003,20388.01893294,3881.57000009
788,3884.99999999,3881.57000009,3888.70319109,3881.57000009,10739.88090152,3876.51
789,3884.32071015,3876.51,3887.84244,3876.51,8950.05917756,3882.46071733
790,3883.0585899999996,3882.46071733,3883.0585899999996,3882.46071733,827.76658965,3881.77416999
791,3882.46071733,3881.77416999,3882.76942359,3874.65344559,17980.43578068,3877.99996
792,3881.0517700000005,3877.99996,3881.0517700000005,3871.50000001,74528.01617173,3874.5999100000004
793,3881.97900279,3874.5999100000004,3881.97900279,3873.94,73668.41028838,3877.51152117
794,3872.27,3877.51152117,3877.51152117,3869.28337955,17122.38946537,3880.16505277
795,3877.72376167,3880.16505277,3882.94859378,3876.71679999,36069.68715309,3876.24631381
796,3872.65650256,3876.24631381,3885.22024559,3863.47067,71957.53252277,3879.55706104
797,3882.18095987,3879.55706104,3882.28114806,3878.0138799999995,8443.69947782,3868.21802608
798,3877.30601414,3868.21802608,3877.30601414,3867.31000001,34358.51721061,3877.23884994
799,3869.42383738,3877.23884994,3877.23884994,3869.42383738,9372.12085114,3877.48524743
800,3876.92160999,3877.48524743,3881.53075,3876.92160999,3261.4720137,3877.95792273
801,3877.9,3877.95792273,3877.95792273,3872.16671125,3277.78253697,3873.51695527
802,3874.34642001,3873.51695527,3877.02829001,3872.47380017,9440.33781874,3884.67276511
803,3874.79420796,3884.67276511,3884.67276511,3874.79420796,9390.72205623,3883.41
804,3885.8739378,3883.41,3885.87393781,3882.68317215,1432.3956532,3887.47753294
805,3883.5159719999997,3887.47753294,3887.47753348,3883.5159719999997,5326.4863389,3894.59787001
806,3886.9454299999998,3894.59787001,3899.54841883,3886.9454299999998,40529.62460593,3911.76638173
807,3894.49787244,3911.76638173,3935.0,3890.26355003,139547.84178928,3910.00000007
808,3913.66062003,3910.00000007,3924.7893796,3910.00000007,88289.92463426,3893.0
809,3910.00000004,3893.0,3910.00000004,3891.7479700000004,42707.1539054,3897.19
810,3899.07015122,3897.19,3899.07015122,3893.51684001,6264.17930989,3898.71816672
811,3897.19,3898.71816672,3898.71816672,3894.91406906,7498.92154536,3886.24607851
812,3898.29999972,3886.24607851,3900.00000327,3886.24607851,63759.87896796,3883.60318998
813,3886.0725903000007,3883.60318998,3886.46326999,3876.6,12688.7961373,3889.11360006
814,3886.6,3889.11360006,3891.71813999,3886.6,891.7191185,3891.0
815,3889.0979899999998,3891.0,3891.0,3886.6,27887.46379592,3904.07
816,3892.24064513,3904.07,3908.78932609,3892.24064513,4340.94249627,3898.67251002
817,3909.0,3898.67251002,3910.0,3896.20161645,42766.43990134,3895.09318676
818,3898.79977999,3895.09318676,3898.79977999,3893.79754138,11920.22186223,3895.83803999
819,3895.09318676,3895.83803999,3895.83803999,3888.87067643,16253.08069487,3897.59997997
820,3899.09997999,3897.59997997,3899.99999999,3895.81224338,4535.19286578,3898.0
821,3897.92527999,3898.0,3898.0,3897.1612299999997,5523.86795468,3900.99
822,3898.0,3900.99,3909.82535755,3895.50182001,12817.15659332,3907.29
823,3906.25643729,3907.29,3907.29,3900.1,9076.8140514,3914.8039334
824,3906.51718868,3914.8039334,3915.42217764,3902.5103200000003,47068.93676318,3910.20000001
825,3914.80393341,3910.20000001,3915.42217764,3909.0,8802.91074589,3905.88430123
826,3909.00000001,3905.88430123,3914.6,3905.54313664,3089.74653243,3901.01259041
827,3910.0826299,3901.01259041,3911.11118219,3901.01259041,17936.2364398,3907.25999838
828,3901.01259039,3907.25999838,3907.34999931,3901.01259039,10984.81581179,3909.1
829,3907.04999771,3909.1,3909.33796924,3902.22243185,2469.67411492,3911.37926408
830,3909.33796924,3911.37926408,3915.2888399999997,3909.33796924,12831.61583963,3907.277485
831,3910.40141937,3907.277485,3915.42217764,3902.97442918,162078.31726259,3910.67393763
832,3906.2594603000002,3910.67393763,3914.44936276,3906.2594603000002,19280.39812099,3910.0
833,3910.04369663,3910.0,3910.04369663,3908.40162001,22470.24494902,3918.90325017
834,3908.65097046,3918.90325017,3922.00588819,3908.65097046,30645.30883835,3910.72916655
835,3919.45945929,3910.72916655,3926.93700032,3910.0,126228.52460437,3916.81947477
836,3910.72916655,3916.81947477,3917.14573338,3910.72916655,22235.74128315,3910.0
837,3917.5603,3910.0,3917.5603,3910.0,3076.97404574,3894.0
838,3910.96032,3894.0,3910.96032,3885.98236344,150330.8983575,3840.07028
839,3885.98,3840.07028,3885.98,3795.97510448,543600.9374997,3847.24846895
840,3830.72023005,3847.24846895,3847.24846895,3830.72023005,12670.88700477,3858.68839921
841,3847.24846005,3858.68839921,3865.48796973,3847.24846005,16950.26214409,3860.21
842,3858.68839921,3860.21,3865.8279755000003,3858.68839921,2854.89999628,3877.99426474
843,3854.7100001000003,3877.99426474,3882.51884704,3854.7100001000003,15748.11340669,3870.10000006
844,3877.42973458,3870.10000006,3886.07068849,3870.10000006,58220.78361187,3885.0
845,3877.05296999,3885.0,3889.79999999,3870.10000038,8320.62368837,3874.40000092
846,3880.5984200000003,3874.40000092,3884.93064,3873.38465,35642.00705866,3877.02000003
847,3877.97458999,3877.02000003,3881.2393899999997,3873.80000057,1560.73344542,3882.49570764
848,3883.9392,3882.49570764,3887.04789858,3880.9,38818.48115604,3880.00000001
849,3880.77000001,3880.00000001,3884.33399466,3880.0,3991.10913646,3877.73424015
850,3880.89201362,3877.73424015,3880.89201362,3877.73424015,3918.05477269,3873.25949842
851,3876.18314644,3873.25949842,3878.0819888000005,3864.02235056,3353.41122366,3872.54000017
852,3873.25949842,3872.54000017,3873.25949842,3869.91005824,5659.83064987,3881.68127166
853,3875.91861798,3881.68127166,3881.68127166,3875.71000084,1338.9473433,3882.19383794
854,3880.55195297,3882.19383794,3882.19383794,3875.1,3821.04819747,3903.85429784
855,3882.19383794,3903.85429784,3913.68789825,3882.19383794,84061.54731926,3909.94937098
856,3903.85429784,3909.94937098,3920.14268359,3898.1043507,19837.89677335,3927.58750928
857,3914.38999998,3927.58750928,3938.86292074,3911.10000001,91235.89211057,3912.00000058
858,3927.58750928,3912.00000058,3928.8997634999996,3910.0,7548.75895757,3914.99
859,3912.0,3914.99,3923.42389584,3910.00000001,3232.30059946,3913.0559999999996
860,3910.00000106,3913.0559999999996,3915.84000017,3910.00000106,4467.14344181,3913.5216397
861,3917.49999999,3913.5216397,3925.0,3913.5216397,57254.17966852,3915.69995
862,3910.78182903,3915.69995,3919.09990999,3910.1963200000005,14947.74839676,3920.2998399999997
863,3914.3280200000004,3920.2998399999997,3920.2998399999997,3914.3280200000004,3475.08527455,3910.0
864,3919.5,3910.0,3920.69989999,3910.0,28691.24946541,3920.02354999
865,3910.45782,3920.02354999,3920.02354999,3910.45782,3552.14576024,3912.61
866,3917.96397728,3912.61,3917.96397728,3912.61,23939.08385302,3917.15952738
867,3913.26657001,3917.15952738,3924.38550204,3913.26657001,42481.90702299,3919.43424038
868,3917.0300001,3919.43424038,3919.48472986,3915.89237708,23377.09622708,3925.4939398
869,3919.53818524,3925.4939398,3938.35380831,3918.91157,131845.66327571,3920.15462506
870,3926.75061889,3920.15462506,3926.81059999,3909.45867822,30076.62139542,3926.43002502
871,3921.89589383,3926.43002502,3926.43002502,3919.36309534,21837.58680464,3940.58436013
872,3928.05789976,3940.58436013,3948.53259,3928.00059703,29195.91700962,3946.0131
873,3940.58436999,3946.0131,3960.48129077,3935.9977263000005,332251.00504889,3950.78013989
874,3948.49404279,3950.78013989,3950.83016,3942.49090001,8220.76931848,3941.58075191
875,3950.58957999,3941.58075191,3968.7886200000003,3937.26620004,35393.82773171,3921.74575299
876,3936.87497831,3921.74575299,3939.1725968,3920.0607604999996,9012.67034407,3916.8403313
877,3922.54439008,3916.8403313,3925.23184935,3899.89401803,52097.5918609,3914.97233085
878,3918.37,3914.97233085,3921.09205257,3910.97876746,29343.12751389,3930.18177
879,3913.09105769,3930.18177,3932.83877723,3913.09105769,16709.4530058,3926.54143492
880,3928.19904135,3926.54143492,3928.19904135,3919.00160801,6326.45957864,3927.00141087
881,3926.54143493,3927.00141087,3927.18399,3920.23553997,19962.9635843,3928.32394842
882,3925.67059424,3928.32394842,3929.4868069,3925.30866004,20212.82443519,3917.6560799999997
883,3925.69698651,3917.6560799999997,3927.2891200000004,3916.3407297,70070.47355952,3914.2719499
884,3917.6560799999997,3914.2719499,3923.19378001,3914.2719499,15032.54117353,3919.49605532
885,3914.32612732,3919.49605532,3922.14533,3914.32612732,6112.74108842,3916.49608731
